3008,1544573277515,1
3008,1544573278071,1
3008,1544573278516,1
3008,1544573279068,1
3008,1544573279520,1
3008,1544573280068,1
3008,1544573280526,1
3008,1544573281075,1
3008,1544573281530,1
3008,1544573282075,1
3008,1544573282529,1
3008,1544573283076,1
3008,1544573283531,1
3008,1544573284078,1
3008,1544573284534,1
3008,1544573285083,1
3008,1544573285539,1
3008,1544573286087,1
3008,1544573286543,1
3008,1544573287090,1
3008,1544573287546,1
3008,1544573288095,1
3008,1544573288551,1
3008,1544573289099,1
3008,1544573289556,1
3008,1544573290098,1
3008,1544573290562,1
3008,1544573291104,1
3008,1544573291564,1
3008,1544573292105,1
3008,1544573292562,1
3008,1544573293110,1
3008,1544573293566,1
3008,1544573294112,1
3008,1544573294570,1
3008,1544573295116,1
3008,1544573295573,1
3008,1544573296121,1
3008,1544573296578,1
3008,1544573297124,1
3008,1544573297581,1
3008,1544573298128,1
3008,1544573298586,1
3008,1544573299133,1
3008,1544573299590,1
3008,1544573300137,1
3008,1544573300595,1
3008,1544573301141,1
3008,1544573301598,1
3008,1544573302146,1
3008,1544573302601,1
3008,1544573303151,1
3008,1544573303607,1
3008,1544573304153,1
3008,1544573304612,1
3008,1544573305158,1
3008,1544573305616,1
3008,1544573306164,1
3008,1544573306614,1
3008,1544573307167,1
3008,1544573307616,1
3008,1544573308171,1
3008,1544573308621,1
3008,1544573309169,1
3008,1544573309624,1
3008,1544573310175,1
3008,1544573310629,1
3008,1544573311178,1
3008,1544573311634,1
3008,1544573312181,1
3008,1544573312636,1
3008,1544573313186,1
3008,1544573313641,1
3008,1544573314188,1
3008,1544573314644,1
3008,1544573315193,1
3008,1544573315650,1
3008,1544573316197,1
3008,1544573316649,1
3008,1544573317197,1
3008,1544573317654,1
3008,1544573318201,1
3008,1544573318655,1
3008,1544573319203,1
3008,1544573319660,1
3008,1544573320207,1
3008,1544573320663,1
3008,1544573321212,1
3008,1544573321666,1
3008,1544573322217,1
3008,1544573322672,1
3008,1544573323220,1
3008,1544573323675,1
3008,1544573324221,1
3008,1544573324678,1
3008,1544573325226,1
3008,1544573325678,1
3008,1544573326226,1
3008,1544573326682,1
3008,1544573327229,1
3008,1544573327687,1
3008,1544573328232,1
3008,1544573328689,1
3008,1544573329231,1
3008,1544573329693,1
3008,1544573330236,1
3008,1544573330697,1
3008,1544573331240,1
3008,1544573331701,1
3008,1544573332243,1
3008,1544573332703,1
3008,1544573333247,1
3008,1544573333706,1
3008,1544573334252,1
3008,1544573334709,1
3008,1544573335258,1
3008,1544573335712,1
3008,1544573336262,1
3008,1544573336716,1
3008,1544573337265,1
3008,1544573337718,1
3008,1544573338264,1
3008,1544573338719,1
3008,1544573339267,1
3008,1544573339723,1
3008,1544573340272,1
3008,1544573340727,1
3008,1544573341278,1
3008,1544573341732,1
3008,1544573342275,1
3008,1544573342732,1
3008,1544573343280,1
3008,1544573343735,1
3008,1544573344281,1
3008,1544573344737,1
3008,1544573345282,1
3008,1544573345741,1
3008,1544573346290,1
3008,1544573346744,1
3008,1544573347286,1
3008,1544573347749,1
3008,1544573348289,1
3008,1544573348752,1
3008,1544573349292,1
3008,1544573349754,1
3008,1544573350294,1
3008,1544573350755,1
3008,1544573351298,1
3008,1544573351755,1
3008,1544573352301,1
3008,1544573352759,1
3008,1544573353305,1
3008,1544573353762,1
3008,1544573354310,1
3008,1544573354767,1
3008,1544573355312,1
3008,1544573355772,1
3008,1544573356314,1
3008,1544573356774,1
3008,1544573357316,1
3008,1544573357778,1
3008,1544573358319,1
3008,1544573358783,1
3008,1544573359322,1
3008,1544573359786,1
3008,1544573360327,1
3008,1544573360791,1
3008,1544573361334,1
3008,1544573361794,1
3008,1544573362333,1
3008,1544573362798,1
3008,1544573363335,1
3008,1544573363802,1
3008,1544573364337,1
3008,1544573364806,1
3008,1544573365340,1
3008,1544573365810,1
3008,1544573366345,1
3008,1544573366815,1
3008,1544573367344,1
3008,1544573367819,1
3008,1544573368347,1
3008,1544573368823,1
3008,1544573369351,1
3008,1544573369827,1
3008,1544573370352,1
3008,1544573370830,1
3008,1544573371356,1
3008,1544573371832,1
3008,1544573372361,1
3008,1544573372833,1
3008,1544573373367,1
3008,1544573373838,1
3008,1544573374369,1
3008,1544573374843,1
3008,1544573375371,1
3008,1544573375844,1
3008,1544573376373,1
3008,1544573376850,1
3008,1544573377379,1
3008,1544573377853,1
3008,1544573378383,1
3008,1544573378858,1
3008,1544573379387,1
3008,1544573379862,1
3008,1544573380388,1
3008,1544573380866,1
3008,1544573381393,1
3008,1544573381870,1
3008,1544573382396,1
3008,1544573382873,1
3008,1544573383401,1
3008,1544573383878,1
3008,1544573384403,1
3008,1544573384881,1
3008,1544573385409,1
3008,1544573385885,1
3008,1544573386412,1
3008,1544573386889,1
3008,1544573387414,1
3008,1544573387892,1
3008,1544573388416,1
3008,1544573388895,1
3008,1544573389417,1
3008,1544573389900,1
3008,1544573390421,1
3008,1544573390901,1
3008,1544573391425,1
3008,1544573391904,1
3008,1544573392430,1
3008,1544573392908,1
3008,1544573393433,1
3008,1544573393913,1
3008,1544573394439,1
3008,1544573394917,1
3008,1544573395441,1
3008,1544573395921,1
3008,1544573396445,1
3008,1544573396924,1
3008,1544573397449,1
3008,1544573397928,1
3008,1544573398452,1
3008,1544573398930,1
3008,1544573399457,1
3008,1544573399930,1
3008,1544573400460,1
3008,1544573400933,1
3008,1544573401464,1
3008,1544573401937,1
3008,1544573402469,1
3008,1544573402937,1
3008,1544573403473,1
3008,1544573403941,1
3008,1544573404478,1
3008,1544573404946,1
3008,1544573405483,1
3008,1544573405949,1
3008,1544573406485,1
3008,1544573406954,1
3008,1544573407490,1
3008,1544573407956,1
3008,1544573408492,1
3008,1544573408962,1
3008,1544573409497,1
3008,1544573409965,1
3008,1544573410496,1
3008,1544573410964,1
3008,1544573411498,1
3008,1544573411965,1
3008,1544573412503,1
3008,1544573412972,1
3008,1544573413511,1
3008,1544573413975,1
3008,1544573414513,1
3008,1544573414980,1
3008,1544573415516,1
3008,1544573415983,1
3008,1544573416520,1
3008,1544573416988,1
3008,1544573417525,1
3008,1544573417993,1
3008,1544573418527,1
3008,1544573418996,1
3008,1544573419532,1
3008,1544573420000,1
3008,1544573420537,1
3008,1544573421004,1
3008,1544573421540,1
3008,1544573422006,1
3008,1544573422543,1
3008,1544573423005,1
3008,1544573423548,1
3008,1544573424006,1
3008,1544573424551,1
3008,1544573425007,1
3008,1544573425555,1
3008,1544573426007,1
3008,1544573426559,1
3008,1544573427008,1
3008,1544573427564,1
3008,1544573428009,1
3008,1544573428568,1
3008,1544573429009,1
3008,1544573429570,1
3008,1544573430009,1
3008,1544573430576,1
3008,1544573431010,1
3008,1544573431580,1
3008,1544573432010,1
3008,1544573432585,1
3008,1544573433012,1
