id,port,latency
0,NaN,10
0,NaN,6
0,NaN,6
0,NaN,6
0,NaN,7
0,NaN,6
0,NaN,7
0,NaN,7
0,NaN,6
0,NaN,7
0,NaN,8
0,NaN,6
0,NaN,8
0,NaN,8
0,NaN,6
0,NaN,7
0,NaN,7
0,NaN,8
0,NaN,6
0,NaN,8
0,NaN,8
0,NaN,5
0,NaN,6
0,NaN,7
0,NaN,7
0,NaN,9
0,NaN,6
0,NaN,7
0,NaN,9
0,NaN,9
0,NaN,12
0,NaN,6
