id,port,latency
0,NaN,42
0,NaN,28
0,NaN,21
0,NaN,20
0,NaN,19
0,NaN,20
0,NaN,21
0,NaN,21
0,NaN,22
0,NaN,23
0,NaN,19
0,NaN,26
0,NaN,21
0,NaN,22
0,NaN,22
0,NaN,22
0,NaN,21
0,NaN,22
0,NaN,23
0,NaN,24
0,NaN,27
0,NaN,22
0,NaN,22
0,NaN,20
0,NaN,23
0,NaN,21
0,NaN,23
