id,port,latency
0,NaN,2
0,NaN,1
0,NaN,1
0,NaN,1
0,NaN,1
0,NaN,2
0,NaN,1
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,1
0,NaN,1
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,1
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,1
0,NaN,2
0,NaN,2
0,NaN,1
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,2
0,NaN,1
