id,port,latency
0,NaN,21
0,NaN,17
0,NaN,21
0,NaN,16
0,NaN,19
0,NaN,18
0,NaN,18
0,NaN,17
0,NaN,17
0,NaN,21
0,NaN,20
0,NaN,18
0,NaN,20
0,NaN,18
0,NaN,21
0,NaN,19
0,NaN,18
0,NaN,20
0,NaN,22
0,NaN,25
0,NaN,20
0,NaN,21
0,NaN,21
0,NaN,19
0,NaN,22
0,NaN,30
