id,port,latency
0,NaN,16
0,NaN,14
0,NaN,14
0,NaN,13
0,NaN,14
0,NaN,14
0,NaN,13
0,NaN,13
0,NaN,11
0,NaN,14
0,NaN,11
0,NaN,13
0,NaN,12
0,NaN,16
0,NaN,14
0,NaN,14
0,NaN,12
0,NaN,11
0,NaN,14
0,NaN,14
0,NaN,12
0,NaN,14
0,NaN,14
0,NaN,16
0,NaN,14
0,NaN,12
0,NaN,14
0,NaN,12
0,NaN,14
0,NaN,18
0,NaN,14
